coverage_id,canonical_id,disposition,task_id,task_key,area,note
A0C00Y10,A0C00Y10,planned,8036,quest.corpus.witches-commoners,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
A0C00Y11,A0C00Y11,planned,8036,quest.corpus.witches-commoners,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
A0C00Y12,A0C00Y12,planned,8036,quest.corpus.witches-commoners,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
A0C00Y14,A0C00Y14,planned,8036,quest.corpus.witches-commoners,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
A0C00Y15,A0C00Y15,planned,8036,quest.corpus.witches-commoners,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
A0C00Y16,A0C00Y16,planned,8036,quest.corpus.witches-commoners,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
A0C00Y17,A0C00Y17,planned,8036,quest.corpus.witches-commoners,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
A0C01Y01,A0C01Y01,planned,8036,quest.corpus.witches-commoners,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
A0C01Y03,A0C01Y03,planned,8036,quest.corpus.witches-commoners,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
A0C01Y06,A0C01Y06,planned,8036,quest.corpus.witches-commoners,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
A0C01Y09,A0C01Y09,planned,8036,quest.corpus.witches-commoners,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
A0C01Y13,A0C01Y13,planned,8036,quest.corpus.witches-commoners,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
A0C0XY04,A0C0XY04,planned,8036,quest.corpus.witches-commoners,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
A0C10Y02,A0C10Y02,planned,8036,quest.corpus.witches-commoners,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
A0C10Y05,A0C10Y05,planned,8036,quest.corpus.witches-commoners,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
A0C41Y18,A0C41Y18,planned,8036,quest.corpus.witches-commoners,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
B0B00Y00,B0B00Y00,planned,8035,quest.corpus.social-guilds,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
B0B00Y01,B0B00Y01,planned,8035,quest.corpus.social-guilds,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
B0B10Y04,B0B10Y04,planned,8035,quest.corpus.social-guilds,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
B0B20Y07,B0B20Y07,planned,8035,quest.corpus.social-guilds,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
B0B40Y08,B0B40Y08,planned,8035,quest.corpus.social-guilds,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
B0B40Y09,B0B40Y09,planned,8035,quest.corpus.social-guilds,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
B0B50Y11,B0B50Y11,planned,8035,quest.corpus.social-guilds,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
B0B60Y12,B0B60Y12,planned,8035,quest.corpus.social-guilds,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
B0B70Y14,B0B70Y14,planned,8035,quest.corpus.social-guilds,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
B0B70Y16,B0B70Y16,planned,8035,quest.corpus.social-guilds,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
B0B71Y03,B0B71Y03,planned,8035,quest.corpus.social-guilds,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
B0B80Y17,B0B80Y17,planned,8035,quest.corpus.social-guilds,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
B0B81Y02,B0B81Y02,planned,8035,quest.corpus.social-guilds,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
B0C00Y05,B0C00Y05,planned,8035,quest.corpus.social-guilds,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
B0C00Y06,B0C00Y06,planned,8035,quest.corpus.social-guilds,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
B0C00Y10,B0C00Y10,planned,8035,quest.corpus.social-guilds,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
B0C00Y13,B0C00Y13,planned,8035,quest.corpus.social-guilds,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
C0B00Y00,C0B00Y00,planned,8034,quest.corpus.temples,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
C0B00Y01,C0B00Y01,planned,8034,quest.corpus.temples,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
C0B00Y02,C0B00Y02,planned,8034,quest.corpus.temples,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
C0B00Y03,C0B00Y03,planned,8034,quest.corpus.temples,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
C0B00Y04,C0B00Y04,planned,8034,quest.corpus.temples,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
C0B00Y14,C0B00Y14,planned,8034,quest.corpus.temples,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
C0B10Y05,C0B10Y05,planned,8034,quest.corpus.temples,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
C0B10Y06,C0B10Y06,planned,8034,quest.corpus.temples,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
C0B10Y07,C0B10Y07,planned,8034,quest.corpus.temples,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
C0B10Y15,C0B10Y15,planned,8034,quest.corpus.temples,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
C0B20Y08,C0B20Y08,planned,8034,quest.corpus.temples,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
C0B3XY09,C0B3XY09,planned,8034,quest.corpus.temples,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
C0C00Y10,C0C00Y10,planned,8034,quest.corpus.temples,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
C0C00Y11,C0C00Y11,planned,8034,quest.corpus.temples,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
C0C00Y12,C0C00Y12,planned,8034,quest.corpus.temples,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
C0C00Y13,C0C00Y13,planned,8034,quest.corpus.temples,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-001,CNT-001,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-001,CNT-001,planned,7938,content.locations,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-001,CNT-001,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-001,CNT-001,planned,8026,content.world-corpus-closure,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-001,CNT-001,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-002,CNT-002,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-002,CNT-002,planned,7948,content.climate-politics,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-002,CNT-002,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-002,CNT-002,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-003,CNT-003,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-003,CNT-003,planned,7948,content.climate-politics,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-003,CNT-003,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-003,CNT-003,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-004,CNT-004,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-004,CNT-004,planned,7965,content.terrain,4,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-004,CNT-004,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-004,CNT-004,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-005,CNT-005,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-005,CNT-005,planned,7949,content.blocks-inventory,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-005,CNT-005,planned,7992,content.dungeons,4,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-005,CNT-005,planned,7993,content.exteriors,4,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-005,CNT-005,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-005,CNT-005,planned,8026,content.world-corpus-closure,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-005,CNT-005,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-006,CNT-006,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-006,CNT-006,planned,7966,content.geometry-inventory,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-006,CNT-006,planned,7982,content.geometry,4,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-006,CNT-006,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-006,CNT-006,planned,8026,content.world-corpus-closure,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-006,CNT-006,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-007,CNT-007,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-007,CNT-007,planned,7927,content.monster-archive,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-007,CNT-007,planned,7939,content.actors,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-007,CNT-007,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-007,CNT-007,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-008,CNT-008,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-008,CNT-008,planned,7939,content.actors,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-008,CNT-008,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-008,CNT-008,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-009,CNT-009,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-009,CNT-009,planned,7926,content.catalogs,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-009,CNT-009,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-009,CNT-009,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-010,CNT-010,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-010,CNT-010,planned,7926,content.catalogs,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-010,CNT-010,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-010,CNT-010,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-011,CNT-011,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-011,CNT-011,planned,7928,content.items-sourcegap,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-011,CNT-011,planned,7950,content.items,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-011,CNT-011,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-011,CNT-011,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-012,CNT-012,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-012,CNT-012,planned,7940,content.spells,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-012,CNT-012,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-012,CNT-012,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-013,CNT-013,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-013,CNT-013,planned,7967,content.factions,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-013,CNT-013,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-013,CNT-013,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-014,CNT-014,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-014,CNT-014,planned,7941,content.names-biographies,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-014,CNT-014,planned,7942,content.text,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-014,CNT-014,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-014,CNT-014,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-015,CNT-015,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-015,CNT-015,planned,7942,content.text,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-015,CNT-015,planned,7951,content.books,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-015,CNT-015,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-015,CNT-015,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-016,CNT-016,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-016,CNT-016,planned,7942,content.text,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-016,CNT-016,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-016,CNT-016,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-017,CNT-017,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-017,CNT-017,planned,7929,content.qbn-decoder,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-017,CNT-017,planned,7930,content.qrc-decoder,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-017,CNT-017,planned,8008,quest.import.original-comparison,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-017,CNT-017,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-018,CNT-018,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-018,CNT-018,planned,7931,content.textures,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-018,CNT-018,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-018,CNT-018,planned,8026,content.world-corpus-closure,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-018,CNT-018,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-019,CNT-019,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-019,CNT-019,planned,7943,content.weapon-media,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-019,CNT-019,planned,7950,content.items,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-019,CNT-019,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-019,CNT-019,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-020,CNT-020,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-020,CNT-020,planned,7932,content.ui-media-inventory,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-020,CNT-020,planned,7968,content.ui-media,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-020,CNT-020,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-020,CNT-020,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-021,CNT-021,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-021,CNT-021,planned,7933,content.character-media-inventory,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-021,CNT-021,planned,7969,content.character-media,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-021,CNT-021,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-021,CNT-021,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-022,CNT-022,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-022,CNT-022,planned,7952,content.map-travel-media-inventory,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-022,CNT-022,planned,7970,content.map-travel-media,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-022,CNT-022,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-022,CNT-022,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-023,CNT-023,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-023,CNT-023,planned,7934,content.audio,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-023,CNT-023,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-023,CNT-023,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-024,CNT-024,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-024,CNT-024,planned,7953,content.fonts,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-024,CNT-024,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-024,CNT-024,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-025,CNT-025,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-025,CNT-025,planned,7954,content.videos-provenance,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-025,CNT-025,planned,7971,content.videos-admission,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-025,CNT-025,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-025,CNT-025,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-026,CNT-026,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-026,CNT-026,planned,7955,content.flc-provenance,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-026,CNT-026,planned,7972,content.flc-admission,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-026,CNT-026,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-026,CNT-026,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-027,CNT-027,planned,7924,content.manifest,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-027,CNT-027,planned,7935,content.residual-classification,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-027,CNT-027,planned,7973,content.residual-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-027,CNT-027,planned,8005,content.corpus-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-027,CNT-027,planned,8066,content.publication-reconciliation,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
CNT-028,CNT-028,excluded,,,,MIDI.BSA decoding/catalog/playback excluded; ordinary music is retained.
CUSTOM01,CUSTOM01,excluded,,,,DFU additional quest excluded from classic baseline.
D0B00Y00,D0B00Y00,planned,8034,quest.corpus.temples,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
E0B00Y00,E0B00Y00,planned,8034,quest.corpus.temples,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F001,F001,planned,7926,content.catalogs,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F001,F001,planned,7960,actor.stats,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F001,F001,planned,8174,integration.kit_reuse,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F002,F002,planned,7926,content.catalogs,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F002,F002,planned,7960,actor.stats,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F002,F002,planned,7976,progression.uses,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F003,F003,planned,7926,content.catalogs,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F003,F003,planned,7960,actor.stats,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F004,F004,planned,7983,magic.lifecycle,7,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F005,F005,planned,7933,content.character-media-inventory,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F005,F005,planned,7969,content.character-media,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F005,F005,planned,7975,character.identity,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F005,F005,planned,7991,social.state,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F005,F005,planned,8054,crime.incidents,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F005,F005,planned,8163,magic.special-vampirism,10,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F005,F005,planned,8164,magic.special-lycanthropy,10,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F006,F006,planned,7933,content.character-media-inventory,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F006,F006,planned,7969,content.character-media,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F006,F006,planned,7975,character.identity,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F006,F006,planned,7986,character.custom_class,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F006,F006,planned,7996,character.background,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F006,F006,planned,8141,character.new_game,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F007,F007,planned,7083,enemy.spells,7,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F007,F007,planned,7939,content.actors,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F007,F007,planned,7945,actor.lifecycle,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F008,F008,planned,7926,content.catalogs,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F008,F008,planned,7939,content.actors,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F009,F009,planned,7960,actor.stats,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F010,F010,planned,8050,time.rest,8,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F011,F011,planned,8016,combat.damage,6,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F011,F011,planned,8083,combat.melee_damage,6,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F011,F011,planned,8107,combat.wear,6,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F011,F011,planned,8142,combat.on_hit,6,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F012,F012,planned,8046,combat.hit,6,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F013,F013,planned,8083,combat.melee_damage,6,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F013,F013,planned,8108,combat.player_input,6,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F014,F014,planned,8089,magic.casting,7,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F014,F014,planned,8142,combat.on_hit,6,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F015,F015,planned,8014,movement.climb,6,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F015,F015,planned,8017,ai.senses,6,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F015,F015,planned,8049,interaction.locks,6,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
